dataset,spec,algorithm,seed,MAE,RMSE,MMRE,MdMRE,PRED25,SA
COCOMO81,loglog,RF,42,458.7203823004208,974.0260811635546,0.7718413537170156,0.578367155872467,18.809523809523807,65.17494952149852
COCOMO81,loglog,RF,43,433.58525839730265,894.0447787798679,0.8573438286280191,0.5685282166140916,19.76190476190476,67.8969241614797
COCOMO81,loglog,RF,44,428.06676138362,816.0821052238362,0.7757266531100007,0.6335662004726659,17.619047619047613,70.49769338849728
COCOMO81,loglog,RF,45,444.7486390630153,807.9863102045255,0.9678801874656704,0.7595914052425938,16.190476190476186,70.91451944906369
COCOMO81,loglog,RF,46,462.8604796268122,921.13949442712,0.8276763961955727,0.5808273452726285,16.190476190476186,66.95522703249509
COCOMO81,loglog,RF,47,430.58216588496754,843.9251983853144,0.7531645811881988,0.5255089985729375,17.857142857142854,71.77645273458624
COCOMO81,loglog,RF,48,453.5902768259801,913.9057820876658,0.8354458415555934,0.6638377073229098,17.14285714285714,68.3060566887146
COCOMO81,loglog,RF,49,428.72206765753856,807.5493067933661,0.7872381091607841,0.5722550966832227,17.857142857142854,71.82489972462213
COCOMO81,loglog,RF,50,446.5343143847457,864.0774672061186,0.8324725644541437,0.5997914395017325,14.523809523809522,67.75081258154795
COCOMO81,loglog,RF,51,437.4994812495376,865.3031573066206,0.856300522517305,0.6247457429603214,19.523809523809522,69.58671153461736
COCOMO81,loglog,KNN,42,603.8331564614912,1225.5877315627426,1.6090231775018389,0.8907718555372593,7.857142857142856,54.760960105363424
