dataset,spec,algorithm,fold,MAE,RMSE,MMRE,MdMRE,PRED25,SA
NASA93,semilog,DT,8,1186.3333333333342,1941.8509692215498,0.5375666569847856,0.39999999999999997,22.22222222222222,18.403471337889588
NASA93,semilog,DT,9,105.17777777777775,164.77725031757936,0.2567613176713346,0.17599999999999946,55.55555555555556,83.14436179258092
NASA93,semilog,DT,10,115.0666666666665,141.45001472840715,0.2772589185450521,0.2800000000000001,33.33333333333333,85.16426252875596
NASA93,semilog,RF,1,235.94085494271317,405.0335412582458,0.6942093202324148,0.19672360538080333,60.0,65.13637934133966
NASA93,semilog,RF,2,124.22588794004955,172.5547784076452,0.5972990212220832,0.5284019267247462,30.0,80.51310743467525
NASA93,semilog,RF,3,278.7016656615198,537.908546136292,1.3800508480107267,0.32762608154642736,30.0,53.91898125202713
NASA93,semilog,RF,4,308.3160241871627,637.7153430436643,0.47718217966099186,0.44677031878252577,33.33333333333333,61.11301527763795
NASA93,semilog,RF,5,325.07650326395463,571.1872432374987,0.45780824675355203,0.5697890499380104,33.33333333333333,59.94413440811385
NASA93,semilog,RF,6,722.2912261528766,1965.2488186842386,0.4001383396289895,0.2898567646713723,44.44444444444444,48.82170257006963
NASA93,semilog,RF,7,345.62446108072163,605.7915193305039,1.4239782888565593,0.616529220181585,33.33333333333333,56.790362325839375
NASA93,semilog,RF,8,603.5295740717683,880.278266946705,0.429070817451407,0.3760869572650581,11.11111111111111,58.48897033786601
NASA93,semilog,RF,9,93.0778512656614,140.84398257809872,0.24029131652183888,0.22968172754705013,55.55555555555556,85.08347847610229
NASA93,semilog,RF,10,88.70561901282134,121.22305894434932,0.2956623456029537,0.23587671449134745,55.55555555555556,88.56303642034983
NASA93,semilog,KNN,1,202.09071627637937,364.860481536438,0.6946275395746482,0.5305029530262977,10.0,70.13821928971424
NASA93,semilog,KNN,2,181.60455193989227,283.52791063308956,0.6233884696360138,0.6419438995217341,10.0,71.51231155027469
NASA93,semilog,KNN,3,208.38628144155146,247.31981128418937,0.7507834864581764,0.6259718332457828,20.0,65.54504933030863
NASA93,semilog,KNN,4,485.39911376779673,850.9248554672016,1.0424670812852446,0.7971710182945934,11.11111111111111,38.77805095891505
NASA93,semilog,KNN,5,495.1801249273299,816.7995640472448,0.5944565634602237,0.6345919148728373,0.0,38.98399813979461
NASA93,semilog,KNN,6,868.8899918508224,2185.8007237578345,1.1595034061833223,0.5931436548113352,33.33333333333333,38.43437546143026
NASA93,semilog,KNN,7,492.1271559246526,738.4264402298878,2.3695004410861875,0.8110314499222017,0.0,38.47473633484243
NASA93,semilog,KNN,8,1076.6961742381677,1631.1750327747159,0.9010635818420223,0.779505646498534,22.22222222222222,25.944363381616288
NASA93,semilog,KNN,9,125.96103350242912,178.85895103123752,0.45493953941192344,0.35294308015688136,33.33333333333333,79.81366735627947
NASA93,semilog,KNN,10,209.15204422579794,283.72473825897083,0.38510281757187365,0.4509738798704172,33.33333333333333,73.03367769662835
NASA93,semilog,SVR,1,230.94618856205048,375.6669634933844,0.6901653803066852,0.5893540470483333,10.0,65.87441241345967
NASA93,semilog,SVR,2,158.74824640591123,228.7404512459372,0.8436913386051137,0.672233415319258,30.0,75.0977024681152
NASA93,semilog,SVR,3,257.6185412640476,414.8738127600726,0.9410766810960599,0.5280956226664721,30.0,57.40490175529989
NASA93,semilog,SVR,4,376.9736656973181,676.3560491279021,1.2055172322683338,0.7520413637015048,22.22222222222222,52.45343080252787
NASA93,semilog,SVR,5,401.8230892737589,675.0335493787834,0.7210342936049057,0.5433950213418847,0.0,50.487434514462315
NASA93,semilog,SVR,6,820.0044853122995,2069.7218818878896,1.5799433676763384,0.7721314862292172,22.22222222222222,41.89818189165236
NASA93,semilog,SVR,7,420.93640840257683,670.5520598741052,6.688682351077002,0.5843658596895495,44.44444444444444,47.37493511291186
NASA93,semilog,SVR,8,962.5221421603617,1610.5977282341355,1.4816074703939526,0.8166217341482479,11.11111111111111,33.797303545346615
NASA93,semilog,SVR,9,156.02543590668813,189.59523428743964,0.7435826164936731,0.6109919370059378,11.11111111111111,74.99558980648435
NASA93,semilog,SVR,10,210.17763747106224,276.7061988493859,0.4115662772934226,0.2472984871043979,55.55555555555556,72.90144624698446
NASA93,loglog,LR,1,73.6644918218403,119.67874522601443,0.340331311598412,0.19893998159962367,60.0,89.11502249361098
NASA93,loglog,LR,2,136.2692823777057,236.47820053069685,0.3548649842610065,0.2674477278056298,50.0,78.6239011072333
NASA93,loglog,LR,3,372.25414180957625,787.2880214050459,1.2324771930849951,0.27104264179971993,40.0,38.45085192791492
NASA93,loglog,LR,4,158.95552942986106,280.7265493594555,0.41601870582744127,0.4103500471068532,33.33333333333333,79.95141102130447
NASA93,loglog,LR,5,250.51693087819228,426.80728714645784,0.46741958869042066,0.3527424933083419,33.33333333333333,69.13135089434384
NASA93,loglog,LR,6,465.76671929973577,1019.729582648214,0.4897689592342797,0.48530555423239147,33.33333333333333,66.99787173070337
NASA93,loglog,LR,7,249.96799926967046,455.52651504631876,1.9696529519888608,0.30855052979562314,44.44444444444444,68.74924117117192
NASA93,loglog,LR,8,350.57247842721256,521.4207155983645,0.3430097742879459,0.271129168322773,44.44444444444444,75.88747067929212
NASA93,loglog,LR,9,53.53932381844771,62.56923384919062,0.2608372269144337,0.22545253510335875,55.55555555555556,91.41986557217146
NASA93,loglog,LR,10,170.01929070035507,305.8240172613012,0.20902857123150587,0.09680914390595717,66.66666666666666,78.07912895239633
NASA93,loglog,DT,1,241.2066121893543,454.6420338858497,0.820111227876047,0.23368352955991128,50.0,64.35828873396241
NASA93,loglog,DT,2,265.4200000000001,381.68282644101254,2.5296636590693025,0.8492063492063493,20.0,58.364467258349826
NASA93,loglog,DT,3,340.2799999999999,662.5759609282544,1.3973643520418841,0.4875833333333334,30.0,43.737512216364216
NASA93,loglog,DT,4,396.1333333333334,764.1592038894048,0.5250114041718053,0.3333333333333334,22.22222222222222,50.036878809774564
NASA93,loglog,DT,5,392.9777777777777,601.412507721983,0.5867571317930589,0.6571428571428571,22.22222222222222,51.5773521333734
NASA93,loglog,DT,6,498.866666666667,1346.5853655326384,0.5550667258051665,0.4911460236268424,44.44444444444444,64.65255880161997
NASA93,loglog,DT,7,687.9777777777776,997.393761538318,6.507839899848019,0.8195121951219512,11.11111111111111,13.989679976067793
NASA93,loglog,DT,8,1186.3333333333342,1941.8509692215498,0.5375666569847856,0.39999999999999997,22.22222222222222,18.403471337889588
NASA93,loglog,DT,9,105.17777777777775,164.77725031757936,0.2567613176713346,0.17599999999999946,55.55555555555556,83.14436179258092
NASA93,loglog,DT,10,115.0666666666665,141.45001472840715,0.2772589185450521,0.2800000000000001,33.33333333333333,85.16426252875596
NASA93,loglog,RF,1,237.51665612201427,407.57012202132915,0.6907861428252647,0.1648692494990656,60.0,64.90353228074068
NASA93,loglog,RF,2,123.36578426012659,171.83432027312858,0.5967926249444947,0.5250323398436582,30.0,80.64802897384578
NASA93,loglog,RF,3,279.6683299740779,540.7718575338905,1.3965113694107614,0.32762608154642736,30.0,53.759151291182604
NASA93,loglog,RF,4,310.4896268825599,638.0586209846315,0.5209434012034058,0.44677031878252577,33.33333333333333,60.83886522322144
NASA93,loglog,RF,5,325.025609514329,571.1089849037688,0.4576531893623368,0.5705601366386025,33.33333333333333,59.95040552637063
NASA93,loglog,RF,6,721.6151768855334,1965.1269569716785,0.40035297384354057,0.2898567646713723,44.44444444444444,48.86960437093417
NASA93,loglog,RF,7,349.4659992969127,615.0294025233643,1.4390495581217264,0.6730359697729644,33.33333333333333,56.31009691315989
NASA93,loglog,RF,8,592.3784813218358,863.6577237185321,0.4193625306398381,0.3760869572650581,11.11111111111111,59.25594740376967
NASA93,loglog,RF,9,91.19599905616354,138.75732786221167,0.23181402347010258,0.22968172754705013,55.55555555555556,85.38506138337902
NASA93,loglog,RF,10,88.75605654571001,121.1986073607047,0.2969874433425911,0.23587671449134745,55.55555555555556,88.55653342501408
NASA93,loglog,KNN,1,238.4718284545698,384.51255719834825,0.8093435213021907,0.5582647637064406,30.0,64.7623919688013
NASA93,loglog,KNN,2,174.60668569619094,264.14352903718435,0.6279189858310588,0.6071355745314746,0.0,72.61004302910565
NASA93,loglog,KNN,3,171.2809016386613,210.4768642663423,0.6696127552462834,0.401632230448696,30.0,71.68011744441252
NASA93,loglog,KNN,4,476.7409658916237,843.1752918855127,1.009347365031274,0.7569551477163963,22.22222222222222,39.87007744398774
NASA93,loglog,KNN,5,488.4539231000599,807.5944843384593,0.5538198485879718,0.568423278878172,11.11111111111111,39.81279946388865
NASA93,loglog,KNN,6,925.2111637228682,2347.861078892878,1.0175071838797871,0.603914215011513,22.22222222222222,34.44371133413308
NASA93,loglog,KNN,7,461.50877040934876,720.8165227984648,2.2707983429771237,0.7174859655622262,11.11111111111111,42.30261744067381
NASA93,loglog,KNN,8,1262.1656708935382,1837.0147009469226,1.1992200308924372,0.9008553619693015,0.0,13.18768979370919
NASA93,loglog,KNN,9,98.11177205086007,146.76583867896815,0.4070773036119602,0.27156005275233625,44.44444444444444,84.27674962792878
NASA93,loglog,KNN,10,267.3253043242952,367.4465569138878,0.41548529480963964,0.45239042986524497,11.11111111111111,65.5333021346263
NASA93,loglog,SVR,1,173.89764442947356,335.2025195968377,0.3575969272239193,0.2655776826879574,50.0,74.30414706984175
NASA93,loglog,SVR,2,122.11080116700546,187.14765150756966,0.4612570085428308,0.4489345474119627,40.0,80.84489390363203
NASA93,loglog,SVR,3,207.5472978942616,331.4487054248048,0.9793513572442828,0.3377554083901694,30.0,65.6837683310729
NASA93,loglog,SVR,4,348.0241788854426,695.723190337011,0.6089248614714046,0.5554415956685168,22.22222222222222,56.10474362138489
NASA93,loglog,SVR,5,375.45732682910335,625.4412219844721,0.5105680664004869,0.4658085272736241,22.22222222222222,53.7362188040275
NASA93,loglog,SVR,6,790.6242021097917,2035.7711529324204,0.6872319035182893,0.49983754012842685,0.0,43.97993620053728
NASA93,loglog,SVR,7,336.66157447266755,626.8279662609075,5.125577082992517,0.360294561165082,33.33333333333333,57.910893788333716
NASA93,loglog,SVR,8,984.1159317240488,1635.8746723296674,0.7448934605958683,0.7525981174046182,11.11111111111111,32.31207319772904
NASA93,loglog,SVR,9,88.88211637496406,124.94463590887425,0.3540774649108841,0.2586862283332965,33.33333333333333,85.75588086780581
NASA93,loglog,SVR,10,151.82750788557385,193.70338653509302,0.3210372669588104,0.31678021182341476,44.44444444444444,80.42462588728031
Desharnais,raw,LR,1,2463.013138998258,2917.489816330083,0.49775555498730956,0.3460212992455643,0.0,43.981074107860486
Desharnais,raw,LR,2,2348.2473658779204,3003.209901627482,0.38473155918476265,0.3658180047735019,12.5,46.93365334058994
Desharnais,raw,LR,3,2804.0320967625935,4467.879360958747,1.1288988880619935,0.382587989580465,12.5,14.01006454343805
Desharnais,raw,LR,4,1250.765309167482,1663.1485638955194,0.6190060000723379,0.3126920743658813,50.0,60.518162217930474
Desharnais,raw,LR,5,2100.2770185200816,3262.1954468509343,0.6400306914551949,0.2841574525869591,50.0,59.0501352727411
Desharnais,raw,LR,6,2645.2473366020836,3046.253213259158,1.5278643248626191,0.5153846914303075,0.0,28.355042738687473
Desharnais,raw,LR,7,2095.1566516091693,2888.070889725234,0.5465955198685654,0.48197427293525263,37.5,34.12916813916673
Desharnais,raw,LR,8,2410.2729361339702,3518.218418233733,0.5079993269529876,0.3279761377862598,42.857142857142854,50.724046324513324
Desharnais,raw,LR,9,2388.55575230313,2669.0843522022824,1.5475186114494346,0.4705091503460929,28.57142857142857,39.68731819484702
Desharnais,raw,LR,10,1921.027029845096,3057.351221402859,0.23255580902399048,0.16452258020255942,57.14285714285714,65.46859738261833
Desharnais,raw,DT,1,2871.75,4002.6107729830537,0.4798182629076674,0.4015643802647413,25.0,34.684737209245796
Desharnais,raw,DT,2,2556.75,3436.558016387909,0.37216645146300864,0.35979703356752535,37.5,42.221852862284784
Desharnais,raw,DT,3,2655.625,4363.553325559343,1.0097855382633378,0.39117934563854867,25.0,18.561195283576517
Desharnais,raw,DT,4,1501.5,2165.9948060879556,0.49155092764617647,0.2798219222637827,50.0,52.60343487681484
Desharnais,raw,DT,5,3917.375,6085.030084149133,0.8938011534230483,0.6621266104421293,25.0,23.621515199466515
Desharnais,raw,DT,6,2175.25,3095.149955979516,1.0344891275026906,0.3655582137870312,25.0,41.08464220859606
Desharnais,raw,DT,7,1412.625,3234.0513098898105,0.2857524711372104,0.09718862448548722,87.5,55.58767226978344
Desharnais,raw,DT,8,2030.0,2699.1565349197517,0.7354323583962462,0.3582089552238806,42.857142857142854,58.49839889017534
Desharnais,raw,DT,9,1921.4285714285713,2722.058832155228,0.3693327735407861,0.3204968944099379,28.57142857142857,51.48260201665411
Desharnais,raw,DT,10,3253.0,4758.756455209701,0.5027991979040805,0.31313131313131315,14.285714285714285,41.52573026346199
Desharnais,raw,RF,1,2804.2874999999995,3776.7942350159874,0.5088167404709144,0.49850316592435023,25.0,36.21910855634122
Desharnais,raw,RF,2,2120.8287499999997,2874.260494651189,0.3379595294967714,0.3254931483816729,25.0,52.07292243222974
Desharnais,raw,RF,3,2604.69625,4133.277227378113,1.0739074119234777,0.37832521582463785,25.0,20.12300334220737
Desharnais,raw,RF,4,1004.9100000000001,1247.568240939148,0.444206330962441,0.32574666405023556,37.5,68.27886629507825
Desharnais,raw,RF,5,2930.5975,5468.397182886408,0.6090136614100754,0.39676313682030695,25.0,42.861074926390394
Desharnais,raw,RF,6,2111.2475,2446.6188381979323,1.1702752861708179,0.4969019074469585,12.5,42.818112010708155
Desharnais,raw,RF,7,1440.82625,1834.037053425448,0.3906232042949177,0.4158190225123441,37.5,54.70103699332878
Desharnais,raw,RF,8,2450.0985714285716,3809.442704549165,0.7929527023166588,0.10981587301587303,57.14285714285714,49.90984552158629
Desharnais,raw,RF,9,1815.5314285714285,2067.1905859333406,0.6404686186888189,0.6079054054054055,14.285714285714285,54.15657798521134
Desharnais,raw,RF,10,2467.89,3875.174727959281,0.4279650527252753,0.17884669479606186,57.14285714285714,55.63846740236558
Desharnais,raw,KNN,1,2647.75,3205.87207168346,0.5612262102988098,0.4688954834114784,25.0,39.779407311144965
Desharnais,raw,KNN,2,2839.375,3767.3488523098044,0.44898087134896636,0.3200720509736903,25.0,35.83501455787614
Desharnais,raw,KNN,3,2071.025,3696.4141874254296,0.9755754361820715,0.3821075448737451,37.5,36.48884893844916
Desharnais,raw,KNN,4,891.5250000000001,1234.1348609451077,0.29298775455673387,0.20873015873015874,62.5,71.85799352550939
Desharnais,raw,KNN,5,3096.45,5802.775134364591,0.715006659771865,0.5329718234981393,37.5,39.62738842704313
Desharnais,raw,KNN,6,1948.4499999999998,2589.9984227794425,0.807697015432948,0.33158590462833093,37.5,47.227385868906566
Desharnais,raw,KNN,7,1382.35,1939.0567784363611,0.4007290430652379,0.30985037654770864,37.5,56.53950536209903
Desharnais,raw,KNN,8,3031.1142857142863,4293.039665718053,0.8592599284348849,0.37669822972416633,28.57142857142857,38.031479800982545
Desharnais,raw,KNN,9,1589.9714285714288,1651.0319872301516,0.706978962051158,0.4145945945945947,14.285714285714285,59.8521237118927
Desharnais,raw,KNN,10,2241.2,3177.2499969088267,0.4928570844529787,0.24292929292929294,57.14285714285714,59.71333128388287
Desharnais,raw,SVR,1,3521.489938042365,4464.308456781823,0.6753846127616258,0.5898593680009343,12.5,19.907011154092867
Desharnais,raw,SVR,2,3455.410874560589,4788.101351525341,0.47896946666225193,0.5209048010391661,25.0,21.91366464002231
Desharnais,raw,SVR,3,1265.697877088547,1517.1059584489683,0.8360926994376916,0.32815286363514307,37.5,61.18543761178405
Desharnais,raw,SVR,4,802.3936418353558,1181.9231574342123,0.6645394999689287,0.138778653516436,62.5,74.6715268067405
Desharnais,raw,SVR,5,3828.757349349937,7414.56111683012,0.8708151314027844,0.3844243502450435,37.5,25.349325757106467
Desharnais,raw,SVR,6,2173.702428667937,2660.6512671705827,1.1968434558785817,0.5401985381206427,25.0,41.12655726145721
Desharnais,raw,SVR,7,1089.6112980720495,1313.8421184668643,0.4148694737608106,0.2976552274310912,50.0,65.74308534216615
Desharnais,raw,SVR,8,4202.74222811176,5388.602783912742,0.8831891599869538,0.760755690036586,0.0,14.078555902211832
Desharnais,raw,SVR,9,2570.721987325767,3497.476528023381,1.4271022645320617,0.3866575942550092,28.57142857142857,35.087494992910436
Desharnais,raw,SVR,10,4992.113811099669,6542.410694798512,0.9391110324352537,0.6679519926663158,0.0,10.264306933372636
Desharnais,semilog,LR,1,2313.147629595326,3053.78692676831,0.38063732522771254,0.4358184978413138,25.0,47.38962468848998
Desharnais,semilog,LR,2,2351.6746942509476,3382.8953580280554,0.2963686652840288,0.3183666567544181,37.5,46.85620162140503
Desharnais,semilog,LR,3,1520.3320395859846,2167.1309926030235,0.6003571119197193,0.35832611244631385,37.5,53.376691334068326
Desharnais,semilog,LR,4,778.6457630430036,1019.181744533156,0.26171309263494186,0.2274921176402721,62.5,75.42115576692645
Desharnais,semilog,LR,5,2586.3739965270743,5127.538694621348,0.5694077921773864,0.35467078218598463,50.0,49.572525739241655
Desharnais,semilog,LR,6,1588.975067539246,2257.8443419350997,0.3624814943873659,0.35289597449508925,37.5,56.963551488015206
Desharnais,semilog,LR,7,2051.6252843764064,2607.3659714391365,0.5546307143044871,0.5298783824121774,12.5,35.497775765455295
Desharnais,semilog,LR,8,2161.10319187928,3296.946966329296,0.29887213519244876,0.26138259498380484,42.857142857142854,55.81810708052082
Desharnais,semilog,LR,9,1666.1912048151444,2107.024132203731,0.35073553043398414,0.2831807215431047,42.857142857142854,57.92752173958598
Desharnais,semilog,LR,10,2155.183583428906,3443.509719804534,0.3643458316326465,0.18936651027330706,57.14285714285714,61.25951854006135
Desharnais,semilog,DT,1,3013.5,4132.681968165465,0.49074520584709636,0.42220026350461143,25.0,31.46076628538772
Desharnais,semilog,DT,2,2975.875,4025.148366830718,0.4430072549067826,0.43933252874719253,25.0,32.750349618285604
Desharnais,semilog,DT,3,3413.750000000002,7708.771270442527,1.328088405425716,0.18165615694517434,62.5,-4.687868053919808
Desharnais,semilog,DT,4,1211.8749999999995,1610.9159273531318,0.3961529010926265,0.2973717303822938,50.0,61.74577931491175
Desharnais,semilog,DT,5,4298.875000000001,6198.131906066538,0.9007516678138743,0.7340487947978291,0.0,16.18327097944581
Desharnais,semilog,DT,6,2060.625,3017.157333484616,0.7438660756718585,0.5377580767541229,37.5,44.18919243815114
Desharnais,semilog,DT,7,1310.25,1958.60403093632,0.3508172537609473,0.17415281743708602,62.5,58.80629862241129
Desharnais,semilog,DT,8,2916.0000000000005,4156.839905505141,0.5697149239780623,0.4582132564841489,28.57142857142857,40.38489219889224
Desharnais,semilog,DT,9,2550.571428571429,3782.911879189666,0.5604895139864297,0.36084452975047987,28.57142857142857,35.596310513408355
Desharnais,semilog,DT,10,2321.0000000000005,4312.012175307485,0.21468102287691435,0.11944444444444409,85.71428571428571,58.27888716307877
Desharnais,semilog,RF,1,2877.4455256813626,3844.9113518913173,0.49366222839886353,0.5004880468729407,25.0,34.55519781458759
Desharnais,semilog,RF,2,2030.141284944868,2911.1501896808913,0.3063475354481167,0.26649705961330994,37.5,54.122302973738215
Desharnais,semilog,RF,3,1501.9997842107064,2602.9803771725324,0.5998715806709508,0.288672248499103,50.0,53.93887800030278
Desharnais,semilog,RF,4,965.9805827100117,1254.1935793743717,0.3586824217725567,0.27151404441105054,50.0,69.5077178846837
Desharnais,semilog,RF,5,2901.7782195381496,5558.388296373185,0.5367261098531781,0.4198843788572585,25.0,43.4229749167456
Desharnais,semilog,RF,6,1463.468384025373,1866.1198315979816,0.6428252077852008,0.3550189025267139,37.5,60.36282567003214
Desharnais,semilog,RF,7,1255.3557288824863,1579.602729138104,0.3483906720326226,0.34205538166982125,50.0,60.53215110228556
Desharnais,semilog,RF,8,2185.6302667126824,3646.988095694585,0.5263447277813853,0.20309828419314496,57.14285714285714,55.31667216617269
Desharnais,semilog,RF,9,1659.880138181473,1922.240030963501,0.44740007636564755,0.39125798696285297,14.285714285714285,58.0868805292482
Desharnais,semilog,RF,10,2612.265247578511,4039.1916877292847,0.3784036517626738,0.2500465326081094,42.857142857142854,53.043251549249895
Desharnais,semilog,KNN,1,2574.607773624307,3624.095962684118,0.5045839016315841,0.4715982324832686,25.0,41.442958712495795
Desharnais,semilog,KNN,2,2658.122805173062,3583.6905781258083,0.39130701102268534,0.30678037950009307,37.5,39.93100203484678
Desharnais,semilog,KNN,3,1611.1895636574677,3162.2464597855446,0.7598200238959543,0.18214602669755392,62.5,50.59040631269849
Desharnais,semilog,KNN,4,804.2155570340377,1079.206941777419,0.26497706377948277,0.1995211415621359,62.5,74.61401596933572
Desharnais,semilog,KNN,5,3081.3061471094297,6135.751010457017,0.6198636218491096,0.4690731200636019,37.5,39.92265363341831
Desharnais,semilog,KNN,6,1664.7299812223105,2177.2416944751294,0.6617438266558285,0.31022651520163996,37.5,54.911774522565416
Desharnais,semilog,KNN,7,1285.5557078435218,1628.980198588042,0.34149467454988025,0.3338857189725265,37.5,59.582676639449936
Desharnais,semilog,KNN,8,2983.8046443993167,4259.662182170317,0.7381959840013136,0.5176416874491334,28.57142857142857,38.9986846593583
Desharnais,semilog,KNN,9,1477.8689140600338,1603.117211083223,0.5431532389488989,0.3785409064080138,14.285714285714285,62.68278959890996
Desharnais,semilog,KNN,10,2485.737234329113,3524.007426195336,0.4680144677783004,0.2588721928375619,42.857142857142854,55.31765461594942
Desharnais,semilog,SVR,1,2905.168751488317,3896.986140390882,0.4912513883234752,0.5139598451271022,25.0,33.92465902152112
Desharnais,semilog,SVR,2,1767.8762224979396,2681.0808394861306,0.2398939590929124,0.2476254222038491,50.0,60.04904175036506
Desharnais,semilog,SVR,3,1029.7064252899565,1182.529935659061,0.4386342816709895,0.28592245947625744,25.0,68.42247663565628
Desharnais,semilog,SVR,4,947.2241524154297,1174.9120495546072,0.32505314531373236,0.2582649929289412,50.0,70.09978606312902
Desharnais,semilog,SVR,5,3805.74978928659,7685.281136195874,0.6059095677977526,0.6228594179135585,37.5,25.797912521609668
Desharnais,semilog,SVR,6,1232.4836937266978,1564.4231833055674,0.5254302251356138,0.303558565825111,50.0,66.61890918837857
Desharnais,semilog,SVR,7,863.490146287265,1228.296203625882,0.2416486062963267,0.2317923846984808,50.0,72.85223794798856
Desharnais,semilog,SVR,8,2635.6066074171845,4425.139864020726,0.49761389178781235,0.3500435119034187,42.857142857142854,46.11729354510038
Desharnais,semilog,SVR,9,1161.8749892581934,1537.9767145294634,0.411254068468624,0.35904508318588463,28.57142857142857,70.6618543624425
Desharnais,semilog,SVR,10,2746.513582831552,3987.8136990264807,0.41842904507635426,0.386430297095722,42.857142857142854,50.63007190975788
Desharnais,loglog,LR,1,2255.698792779155,2711.526568491088,0.42003321239934677,0.39799147991185185,25.0,48.696244649723155
Desharnais,loglog,LR,2,2361.020445031265,3194.4284705091923,0.33555709104215,0.3311771701670857,25.0,46.64500374766
Desharnais,loglog,LR,3,1364.5321996859825,1604.0349897118083,0.45621979491528575,0.3192093165768449,0.0,58.154531856154954
Desharnais,loglog,LR,4,1066.6188043240345,1436.4881474409642,0.3509923188106997,0.24157732899010131,50.0,66.33095729553247
Desharnais,loglog,LR,5,1263.778761268845,2166.6252407066986,0.34199945836942974,0.18452868401954986,62.5,75.35964595965167
Desharnais,loglog,LR,6,2258.5948604817377,3726.901007175295,0.49730589498008715,0.45997775834080773,25.0,38.827296029832134
Desharnais,loglog,LR,7,1779.4850047418208,2360.9014022867095,0.4624378623790913,0.47642292899148236,37.5,44.0537501307143
Desharnais,loglog,LR,8,2096.423285802527,3195.634303003973,0.3147409668570817,0.3304282957580358,28.57142857142857,57.14043203708157
Desharnais,loglog,LR,9,1457.6176429166376,1890.3593853175173,0.31369830532393095,0.23452376404963218,71.42857142857143,63.19414817676346
Desharnais,loglog,LR,10,1875.999785142352,3246.393692764167,0.2581978755353614,0.15240109745063204,57.14285714285714,66.27798418011028
Desharnais,loglog,DT,1,3013.5,4132.681968165465,0.49074520584709636,0.42220026350461143,25.0,31.46076628538772
Desharnais,loglog,DT,2,2902.375,4017.471764057589,0.41069956259909024,0.43933252874719253,37.5,34.411323047295895
Desharnais,loglog,DT,3,3413.750000000002,7708.771270442527,1.328088405425716,0.18165615694517434,62.5,-4.687868053919808
Desharnais,loglog,DT,4,1211.8749999999995,1610.9159273531318,0.3961529010926265,0.2973717303822938,50.0,61.74577931491175
Desharnais,loglog,DT,5,4298.875000000001,6198.131906066538,0.9007516678138743,0.7340487947978291,0.0,16.18327097944581
Desharnais,loglog,DT,6,2060.625,3017.157333484616,0.7438660756718585,0.5377580767541229,37.5,44.18919243815114
Desharnais,loglog,DT,7,1310.25,1958.60403093632,0.3508172537609473,0.17415281743708602,62.5,58.80629862241129
Desharnais,loglog,DT,8,2916.0000000000005,4156.839905505141,0.5697149239780623,0.4582132564841489,28.57142857142857,40.38489219889224
Desharnais,loglog,DT,9,2550.571428571429,3782.911879189666,0.5604895139864297,0.36084452975047987,28.57142857142857,35.596310513408355
Desharnais,loglog,DT,10,2321.0000000000005,4312.012175307485,0.21468102287691435,0.11944444444444409,85.71428571428571,58.27888716307877
Desharnais,loglog,RF,1,2877.79559399397,3847.292151553057,0.49357172042406455,0.5010014175702797,25.0,34.54723583884712
Desharnais,loglog,RF,2,2030.141284944868,2911.1501896808913,0.3063475354481167,0.26649705961330994,37.5,54.122302973738215
Desharnais,loglog,RF,3,1513.3204188702425,2632.6537635713153,0.6050336606981306,0.288672248499103,50.0,53.59171341369739
Desharnais,loglog,RF,4,963.6231459794873,1252.8695259123203,0.3581146459452039,0.27187624908875374,50.0,69.5821330718446
Desharnais,loglog,RF,5,2904.319040494231,5558.981123827062,0.5389895198412367,0.41710973581552785,25.0,43.37343560667829
Desharnais,loglog,RF,6,1464.7126579529454,1867.9711386725296,0.6415699691621961,0.3566956172059012,37.5,60.32912524772047
Desharnais,loglog,RF,7,1256.1493611886322,1581.8599768308911,0.3492577303962971,0.3470554249591265,50.0,60.507199640943846
Desharnais,loglog,RF,8,2212.3347684890323,3676.6285543602066,0.5380584831969785,0.20309828419314496,57.14285714285714,54.77072163387777
Desharnais,loglog,RF,9,1655.886864515532,1906.2429044342248,0.4530366625809946,0.3992739910838874,0.0,58.187713446270365
Desharnais,loglog,RF,10,2612.0944311650446,4039.185149466525,0.37833752074700716,0.2500465326081094,42.857142857142854,53.04632205802224
Desharnais,loglog,KNN,1,2125.5542423787065,2927.1678110921785,0.4588762456577293,0.3249310365164504,25.0,51.656260497269024
Desharnais,loglog,KNN,2,2685.834895072683,3591.873989899712,0.4001182354857833,0.3540156321388006,37.5,39.3047565248384
Desharnais,loglog,KNN,3,1551.4248211690538,3154.828798111095,0.7401648380088937,0.21535173183912504,50.0,52.423183603333
Desharnais,loglog,KNN,4,922.8063309231475,1301.191136672281,0.296779017251118,0.16501334491427339,75.0,70.87056253101132
Desharnais,loglog,KNN,5,3272.480299375812,6217.9981620334,0.6866832158673448,0.5193237669074989,37.5,36.195261672441184
Desharnais,loglog,KNN,6,1571.9631991720978,2126.5105033671134,0.628218960977464,0.3381124482101636,37.5,57.42430786615602
Desharnais,loglog,KNN,7,1508.9718500325064,1789.377029031394,0.4218481477684122,0.4365189482565031,25.0,52.55856838204416
Desharnais,loglog,KNN,8,2643.622750174512,4167.06829998815,0.6574782512737222,0.27976469593842457,28.57142857142857,45.953410412512184
Desharnais,loglog,KNN,9,1461.8206402894737,1580.1047408499342,0.5741411590260821,0.3612585274388768,14.285714285714285,63.088019591348896
Desharnais,loglog,KNN,10,2231.7435455827995,3280.0623267303886,0.40548965092391864,0.2588721928375619,42.857142857142854,59.883315687923044
