dataset,algorithm,spec,metric,seed42,mean10,sd10,min10,max10
NASA93,RF,semilog,MdMRE,0.3817342366528926,0.33966672796355585,0.025541327557756153,0.3039223833658733,0.3817342366528926
NASA93,RF,semilog,PRED25,38.666666666666664,41.71111111111111,2.254214160518359,37.888888888888886,44.44444444444444
NASA93,RF,semilog,SA,65.83731678440209,67.43641198741965,1.2551412220054536,65.58488252288616,68.93473827215433
NASA93,KNN,semilog,MAE,434.54871880948195,429.51520544176253,12.24951212845741,412.52477887740497,453.65747861342817
NASA93,KNN,semilog,RMSE,758.141850902081,771.2089412670678,19.592415398992852,743.7445216318611,813.822438664715
NASA93,KNN,semilog,MMRE,0.8975832926509634,0.9442139616688247,0.06974362884851651,0.8791800108203083,1.0848830138275987
NASA93,KNN,semilog,MdMRE,0.6217779330220614,0.6111414032453505,0.02683505212188544,0.5810619895832343,0.6772819488990073
NASA93,KNN,semilog,PRED25,17.333333333333332,18.31111111111111,3.629931960197779,11.666666666666668,24.333333333333332
NASA93,KNN,semilog,SA,54.06584494998041,52.829230784409575,1.4222723809181899,50.74450529263842,55.725369012239334
NASA93,SVR,semilog,MAE,399.5775840456074,388.4106324701071,8.402290535454167,376.99047976384486,402.36043705750745
NASA93,SVR,semilog,RMSE,718.7843929139036,721.1910137184816,16.243415832755268,698.5320284287751,758.7368788907463
NASA93,SVR,semilog,MMRE,1.530686700881549,1.4281192688947755,0.0796513572650298,1.3404883204313436,1.5416232931834521
NASA93,SVR,semilog,MdMRE,0.6116528974254802,0.641253922196575,0.028288667736081907,0.5979957791219098,0.6843367918078229
NASA93,SVR,semilog,PRED25,23.666666666666668,23.34444444444444,1.4716805432563063,21.44444444444444,26.555555555555554
NASA93,SVR,semilog,SA,57.22853385572446,57.71909426419595,0.9573317808272096,55.262700257175915,58.61855101551929
NASA93,LR,loglog,MAE,228.15261878325973,254.6937739764077,24.81771545614508,228.15261878325973,300.0466932643958
NASA93,LR,loglog,RMSE,421.60488680710597,481.31846908744967,70.85001240111514,412.81353990524957,607.0349142733968
NASA93,LR,loglog,MMRE,0.6083409267119301,0.6118013141868797,0.021959794288914487,0.5753207619763181,0.6435495844816838
