dataset,algorithm,spec,metric,seed42,mean10,sd10,min10,max10
Desharnais,KNN,semilog,MMRE,0.5293153814113039,0.5074254254217546,0.028579792372558487,0.4664411552315221,0.5701456093145753
Desharnais,KNN,semilog,MdMRE,0.34282859211755295,0.34810785560208674,0.03767616605569084,0.3057293508769958,0.4219716546291927
Desharnais,KNN,semilog,PRED25,38.57142857142857,37.98214285714285,2.3884554397675295,34.107142857142854,41.07142857142857
Desharnais,KNN,semilog,SA,51.79946166990281,53.86426929855704,1.5675586878098264,51.79946166990281,57.13409785123953
Desharnais,SVR,semilog,MAE,1909.5694360499124,1958.4339568013802,42.01705604130334,1909.5694360499124,2037.0917702577094
Desharnais,SVR,semilog,RMSE,2936.4439765794677,2963.9311687464833,89.72788370967639,2888.389804454727,3138.4571378685164
Desharnais,SVR,semilog,MMRE,0.41951181789635933,0.4435162694607966,0.024929071447728896,0.41951181789635933,0.5065153135701863
Desharnais,SVR,semilog,MdMRE,0.35595019803583255,0.34856694225371915,0.020025599125573654,0.3207532093134336,0.37503057987743116
Desharnais,SVR,semilog,PRED25,40.17857142857143,39.46428571428571,1.5860610231516945,37.14285714285714,41.25
Desharnais,SVR,semilog,SA,56.5174242945949,55.28861592434462,1.0293013144401415,53.10845388235013,56.5174242945949
Desharnais,LR,loglog,MAE,1777.9769582174358,1809.1202746157974,51.20362827181899,1734.5739144899167,1876.3138372819237
Desharnais,LR,loglog,RMSE,2553.3293207407414,2533.7527025990544,123.09133362175535,2340.512677907668,2742.1183193526513
Desharnais,LR,loglog,MMRE,0.3751182780612465,0.3807806496789577,0.01131846867534147,0.36733386349334773,0.4006830855325784
Desharnais,LR,loglog,MdMRE,0.3128237824256024,0.3281735866427622,0.017235778590529324,0.2960586253307277,0.35354146620931215
Desharnais,LR,loglog,PRED25,38.21428571428571,36.37499999999999,2.5436244829384855,32.32142857142857,40.17857142857142
Desharnais,LR,loglog,SA,56.467999406322406,56.840657553034234,1.8054813021091987,53.7443866622257,59.22730734759752
Desharnais,DT,loglog,MAE,2599.8821428571428,2503.8260714285716,137.69804429179712,2285.9178571428574,2673.4625000000005
Desharnais,DT,loglog,RMSE,4089.549816050848,3686.2444115428275,231.44932122882227,3342.6358718971073,4089.549816050848
Desharnais,DT,loglog,MMRE,0.5966006533052616,0.6150411107203646,0.07229862219550971,0.5197785233586069,0.7531865364350779
Desharnais,DT,loglog,MdMRE,0.3725022599247383,0.4137623919293779,0.03930303022586388,0.372458228671669,0.4803314144169047
Desharnais,DT,loglog,PRED25,41.785714285714285,34.285714285714285,2.8171808490950565,31.249999999999993,41.785714285714285
Desharnais,DT,loglog,SA,37.63688525090632,39.74845546874215,3.0783433133996954,35.96436512708449,44.3471870972497
Desharnais,RF,loglog,MAE,1949.0377567593987,1982.285524927304,44.63648384834158,1889.323208873321,2029.3346653534397
Desharnais,RF,loglog,RMSE,2927.483447830902,2866.441114979433,125.48347491440921,2710.984554474641,3061.3287014843672
Desharnais,RF,loglog,MMRE,0.46623174484402263,0.4777371856662958,0.018046172926284455,0.4531419315144598,0.5099741866936537
Desharnais,RF,loglog,MdMRE,0.33013265606371434,0.34433616625717767,0.01669641007498967,0.32268266767474363,0.3698656146803164
Desharnais,RF,loglog,PRED25,37.49999999999999,37.10714285714285,2.3761857047380266,32.32142857142857,39.99999999999999
Desharnais,RF,loglog,SA,54.205790293164036,53.690336142746574,1.1541927473735636,51.26357363425554,55.11313191151021
Desharnais,KNN,loglog,MAE,1997.6222574170793,1935.6612795045162,55.708391275641496,1861.458608261601,2013.4333604224983
Desharnais,KNN,loglog,RMSE,3013.6182797775646,2809.7176418831377,95.14287945054832,2718.699796859094,3013.6182797775646
Desharnais,KNN,loglog,MMRE,0.5269797722240469,0.5051562508689321,0.02461665842008649,0.46818749263026743,0.558639471535484
Desharnais,KNN,loglog,MdMRE,0.3253162324997678,0.3402963689435087,0.04313590035423899,0.29975931426471186,0.4151659756444013
Desharnais,KNN,loglog,PRED25,37.32142857142857,39.17857142857142,1.9181080058212212,35.71428571428571,41.42857142857142
Desharnais,KNN,loglog,SA,52.93576467688772,54.707670668766205,1.2710886366734424,52.93576467688772,56.69554901887718
Desharnais,SVR,loglog,MAE,1859.392750675081,1916.4715258293897,43.60374968960937,1859.392750675081,1982.111211123845
Desharnais,SVR,loglog,RMSE,2888.6274920967717,2926.3283925051787,94.58288045134114,2829.5532882688412,3103.4110121144527
Desharnais,SVR,loglog,MMRE,0.3957211251062173,0.4199519690891428,0.020954881833581494,0.3957211251062173,0.47107401373433955
Desharnais,SVR,loglog,MdMRE,0.3140012544932505,0.3302024465403289,0.025039684061397238,0.2918737117427775,0.36577860585564104
Desharnais,SVR,loglog,PRED25,46.60714285714285,42.98214285714285,3.911443542935162,36.24999999999999,49.285714285714285
Desharnais,SVR,loglog,SA,57.65274755627706,56.22471695757979,1.2302704068040233,53.57770235086404,57.65274755627706
